,index_character,name,poster,hero,url,group
80,81,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Gog (Earth-Unknown),https://static.wikia.nocookie.net/intothespiderverse/images/c/c0/Gog_%28Earth-Unknown%29.png/revision/latest/scale-to-width-down/350?cb=20230912132036,Мультфильмы
81,82,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Gog 2 (Earth-Unknown),https://static.wikia.nocookie.net/intothespiderverse/images/f/f5/Gog_2_%28Earth-Unknown%29.webp/revision/latest?cb=20230826212739,Мультфильмы
82,83,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Goose Cannon,https://static.wikia.nocookie.net/intothespiderverse/images/0/0e/Goose_Cannon_%28E-8311%29_001.png/revision/latest/scale-to-width-down/350?cb=20210720033431,Мультфильмы
83,84,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Gordon Thomas,https://static.wikia.nocookie.net/intothespiderverse/images/e/e9/Typeface_ATSV.png/revision/latest/scale-to-width-down/350?cb=20230724171738,Мультфильмы
84,85,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Category:Gwen Stacy,,Мультфильмы
85,86,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Harry Osborn,,Мультфильмы
86,87,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Helen Stacy (Earth-65),https://static.wikia.nocookie.net/intothespiderverse/images/4/48/Gwenmom.jpg/revision/latest/scale-to-width-down/350?cb=20230925174232,Мультфильмы
87,88,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Herman Schultz (Earth-1610),https://static.wikia.nocookie.net/intothespiderverse/images/9/92/Herman_Schultz_%28Earth-1610%29_from_Spider-Man_Into_the_Spider-Verse.png/revision/latest/scale-to-width-down/350?cb=20230526193118,Мультфильмы
88,89,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Herman Schultz (Earth-42),,Мультфильмы
89,90,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Herman Schultz (Earth-Unknown),https://static.wikia.nocookie.net/intothespiderverse/images/0/06/Shocker_ATSV.png/revision/latest/scale-to-width-down/350?cb=20230813052048,Мультфильмы
90,91,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Hobgoblin (Earth-50101),https://static.wikia.nocookie.net/intothespiderverse/images/6/6e/Roderick_Kingsley_%28Earth-50101%29.png/revision/latest/scale-to-width-down/350?cb=20230805195324,Мультфильмы
91,92,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Hubert Carpenter,https://static.wikia.nocookie.net/intothespiderverse/images/8/84/Hubert_Carpenter_%28Earth-Unknown%29.webp/revision/latest/scale-to-width-down/350?cb=20230826213118,Мультфильмы
92,93,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Hubert Carpenter (Earth-138),https://static.wikia.nocookie.net/intothespiderverse/images/d/d8/Walrus_%28Earth-138%29.png/revision/latest/scale-to-width-down/350?cb=20230808163837,Мультфильмы
93,94,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Inspector Singh,https://static.wikia.nocookie.net/intothespiderverse/images/1/19/Singh.jpg/revision/latest/scale-to-width-down/350?cb=20230818055123,Мультфильмы
94,95,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,J. Jonah Jameson (Earth-13122),https://static.wikia.nocookie.net/intothespiderverse/images/e/eb/J_Jonah_Jameson_%28Earth-13122%29.png/revision/latest/scale-to-width-down/350?cb=20230724192142,Мультфильмы
95,96,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,J. Jonah Jameson (Earth-1610),https://static.wikia.nocookie.net/intothespiderverse/images/4/43/J._Jonah_Jameson_%28Earth-1610%29_from_Spider-Man_Across_the_Spider-Verse.png/revision/latest/scale-to-width-down/350?cb=20230616030737,Мультфильмы
96,97,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,J. Jonah Jameson (Earth-42),,Мультфильмы
97,98,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,J. Jonah Jameson (Earth-616),,Мультфильмы
98,99,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,J. Jonah Jameson (Earth-65),,Мультфильмы
99,100,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,J. Jonah Jameson (Earth-67),https://static.wikia.nocookie.net/intothespiderverse/images/a/a0/J._Jonah_Jameson_%28E-67%29_001.png/revision/latest/scale-to-width-down/350?cb=20210609141557,Мультфильмы
100,101,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Jackson Brice (Earth-Unknown),https://static.wikia.nocookie.net/intothespiderverse/images/c/c7/Jackson_Brice_%28Earth-Unknown%29.webp/revision/latest?cb=20230906041001,Мультфильмы
101,102,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Jalome Beacher,https://static.wikia.nocookie.net/intothespiderverse/images/c/c7/Jalome_Beacher_%28Earth-Unknown%29.webp/revision/latest?cb=20230826212227,Мультфильмы
102,103,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Jalome Beacher (Earth-42),,Мультфильмы
103,104,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Janice Lincoln,https://static.wikia.nocookie.net/intothespiderverse/images/a/af/Janice_Lincoln_%28Earth-Unknown%29.webp/revision/latest?cb=20230826212703,Мультфильмы
104,105,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Jefferson Davis (Earth-1610),https://static.wikia.nocookie.net/intothespiderverse/images/9/93/Jefferson_Davis_%28Earth-1610%29_from_Spider-Man_Across_the_Spider-Verse_001.jpg/revision/latest/scale-to-width-down/350?cb=20230810093955,Мультфильмы
105,106,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Jefferson Davis (Earth-42),https://static.wikia.nocookie.net/intothespiderverse/images/c/cf/Jefferson_Davis_%28Earth-42%29_from_Spider-Man_Across_the_Spider-Verse.png/revision/latest/scale-to-width-down/350?cb=20230616022825,Мультфильмы
106,107,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Jessica Drew (Earth-1610),https://static.wikia.nocookie.net/intothespiderverse/images/7/70/Miles%27_contacts_list_%28E-1610%29_001.png/revision/latest/scale-to-width-down/350?cb=20210610165154,Мультфильмы
107,108,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Jonathan Ohnn,https://static.wikia.nocookie.net/intothespiderverse/images/9/9b/Thespotfinallook.jpg/revision/latest/scale-to-width-down/350?cb=20230917200127,Мультфильмы
108,109,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Joseph (Earth-1610),https://static.wikia.nocookie.net/intothespiderverse/images/a/a4/Hammerhead_%28Earth-1610%29_ATSV.png/revision/latest/scale-to-width-down/350?cb=20230808144116,Мультфильмы
109,110,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Joseph (Earth-42),https://static.wikia.nocookie.net/intothespiderverse/images/d/db/Hammerhead_%28Earth-42%29.png/revision/latest?cb=20230816191234,Мультфильмы
110,111,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Joseph (Earth-Unknown),https://static.wikia.nocookie.net/intothespiderverse/images/7/72/Hammerhead_ATSV.png/revision/latest?cb=20230828161909,Мультфильмы
111,112,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Julia Carpenter (Earth-Unknown),https://static.wikia.nocookie.net/intothespiderverse/images/e/e5/Julia_Carpenter.png/revision/latest/scale-to-width-down/221?cb=20230816124438,Мультфильмы
112,113,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Margo Kess,https://static.wikia.nocookie.net/intothespiderverse/images/a/af/Spider-Byte_Trailer_2.png/revision/latest/scale-to-width-down/350?cb=20230407164811,Мультфильмы
113,114,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Kraven the Hunter (Earth-65),https://static.wikia.nocookie.net/intothespiderverse/images/e/e8/Gwenlasthunt.jpg/revision/latest/scale-to-width-down/350?cb=20231002161440,Мультфильмы
114,115,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Leopardon,https://static.wikia.nocookie.net/intothespiderverse/images/9/9f/Leopardon1.png/revision/latest?cb=20230723052719,Мультфильмы
115,116,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,List of Minor Characters,,Мультфильмы
116,117,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Live Action Doc Ock,https://static.wikia.nocookie.net/intothespiderverse/images/5/58/Doc_Ock_ATSV.png/revision/latest?cb=20230814110552,Мультфильмы
117,118,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Liz Allan,,Мультфильмы
118,119,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Lonnie Lincoln (Earth-1610),https://static.wikia.nocookie.net/intothespiderverse/images/3/36/Screenshot_2023-04-13_10.55.09_AM.png/revision/latest/scale-to-width-down/350?cb=20230413180434,Мультфильмы
119,120,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Lonnie Lincoln (Earth-616),https://static.wikia.nocookie.net/intothespiderverse/images/3/37/Screenshot_2023-04-21_11.05.41_AM.png/revision/latest/scale-to-width-down/350?cb=20230421181258,Мультфильмы
120,121,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,LYLA,https://static.wikia.nocookie.net/intothespiderverse/images/6/64/Lyla_from_Spider-Man_Across_the_Spider-Verse_002.png/revision/latest/scale-to-width-down/350?cb=20230808174648,Мультфильмы
121,122,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Macdonald Gargan (Earth-42),,Мультфильмы
122,123,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Majestic Cariboom,https://static.wikia.nocookie.net/intothespiderverse/images/f/fc/Majestic_Cariboom_%28E-8311%29_001.png/revision/latest/scale-to-width-down/350?cb=20210720044002,Мультфильмы
123,124,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Malala Windsor,https://static.wikia.nocookie.net/intothespiderverse/images/2/20/Malala_Windsor_%25_28Earth-835%25_29_from_Spider-Man_Across_the_Spider-Verse_001.webp/revision/latest/scale-to-width-down/350?cb=20230714023726,Мультфильмы
124,125,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Mariachi Spider-Man 1,https://static.wikia.nocookie.net/intothespiderverse/images/d/d5/Mariachi_Spider-Man_%28Earth-Unknown%29.webp/revision/latest?cb=20230816004458,Мультфильмы
125,126,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Mariachi Spider-Man 2,https://static.wikia.nocookie.net/intothespiderverse/images/e/e8/Mariachi_Spider-Man_2_%28Earth-Unknown%29.webp/revision/latest?cb=20230816004556,Мультфильмы
126,127,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Mariachi Spider-Man 3,https://static.wikia.nocookie.net/intothespiderverse/images/9/93/Mariachi_Spider-Man_3_%28Earth-Unknown%29.webp/revision/latest?cb=20230816004651,Мультфильмы
127,128,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Mary Jane Watson (Earth-1610),https://static.wikia.nocookie.net/intothespiderverse/images/c/c9/Screenshot_2023-04-21_11.50.55_AM2.png/revision/latest/scale-to-width-down/350?cb=20230426145614,Мультфильмы
128,129,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Mary Jane Watson (Earth-18119),https://static.wikia.nocookie.net/intothespiderverse/images/e/e1/Spinneret.jpg/revision/latest/scale-to-width-down/288?cb=20230702182751,Мультфильмы
129,130,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Mary Jane Watson (Earth-616),https://static.wikia.nocookie.net/intothespiderverse/images/f/f6/Screenshot_2023-04-06_8.23.49_PM.png/revision/latest/scale-to-width-down/350?cb=20230407032646,Мультфильмы
130,131,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Mary Jane Watson (Earth-65),https://static.wikia.nocookie.net/intothespiderverse/images/5/5f/Em_Jay_Watson_%28Earth-65%29.png/revision/latest/scale-to-width-down/350?cb=20230807183052,Мультфильмы
131,132,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Max Borne,https://static.wikia.nocookie.net/intothespiderverse/images/6/68/Max_Borne_%25_28Earth-9500%25_29_from_Spider-Man_Across_the_Spider-Verse_001.webp/revision/latest/scale-to-width-down/350?cb=20230629160052,Мультфильмы
132,133,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Maximus Gargan (Earth-1610),https://static.wikia.nocookie.net/intothespiderverse/images/f/f9/Screenshot_2023-04-15_8.57.39_PM.png/revision/latest/scale-to-width-down/350?cb=20230416035911,Мультфильмы
133,134,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Maximus Gargan (Earth-616),https://static.wikia.nocookie.net/intothespiderverse/images/e/e6/Screenshot_2023-04-07_10.21.27_PM.png/revision/latest?cb=20230408052309,Мультфильмы
134,135,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Maxwell Dillon (Earth-42),,Мультфильмы
135,136,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Maxwell Markham,https://static.wikia.nocookie.net/intothespiderverse/images/9/9d/Grizzly_Maxwell_Markham_from_Across_the_Spider-Verse.jpg/revision/latest/scale-to-width-down/350?cb=20230713234148,Мультфильмы
136,137,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Maxwell Markham (Earth-1610),https://static.wikia.nocookie.net/intothespiderverse/images/7/77/Grizzly_%28Earth-1610%29.png/revision/latest/scale-to-width-down/350?cb=20230808152049,Мультфильмы
137,138,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Category:May Parker,,Мультфильмы
138,139,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,May Parker (Earth-616),https://static.wikia.nocookie.net/intothespiderverse/images/1/1a/Screenshot_2023-04-11_11.49.42_AM.png/revision/latest/scale-to-width-down/350?cb=20230411191457,Мультфильмы
139,140,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,May Parker (Earth-982),https://static.wikia.nocookie.net/intothespiderverse/images/5/53/Mayday_Parker_Earth-982_ATSV.png/revision/latest/scale-to-width-down/350?cb=20230702180213,Мультфильмы
140,141,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,May Porker,,Мультфильмы
141,142,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Maya Prabhakar,https://static.wikia.nocookie.net/intothespiderverse/images/9/92/Maya_Prabhakar_%28Earth-50101%29_from_Spider-Man_Across_the_Spider-Verse.png/revision/latest/scale-to-width-down/350?cb=20230616004723,Мультфильмы
142,143,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Maybelle Parker (Earth-1610),https://static.wikia.nocookie.net/intothespiderverse/images/b/bb/May_Parker_%28E-1610%29_001.png/revision/latest/scale-to-width-down/350?cb=20210608111833,Мультфильмы
143,144,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Maybelle Parker (Earth-616),https://static.wikia.nocookie.net/intothespiderverse/images/8/8f/May_Parker_616_0002.webp/revision/latest/scale-to-width-down/316?cb=20230509181205,Мультфильмы
144,145,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Maybelle Parker (Earth-65),https://static.wikia.nocookie.net/intothespiderverse/images/7/73/May_Parker_%28Earth-65%29_from_Spider-Man_Across_the_Spider-Verse.png/revision/latest/scale-to-width-down/350?cb=20230919100032,Мультфильмы
145,146,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Maybelle Reilly (Earth-803),https://static.wikia.nocookie.net/intothespiderverse/images/6/62/Ladyspider.jpg/revision/latest?cb=20230714042733,Мультфильмы
146,147,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Metro Spider-Man,https://static.wikia.nocookie.net/intothespiderverse/images/c/c8/Metro_Spider-Man_.png/revision/latest/scale-to-width-down/350?cb=20230616170823,Мультфильмы
147,148,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Miguel O'Hara (Earth-928),https://static.wikia.nocookie.net/intothespiderverse/images/a/a1/Miguel_O%27Hara_01.jpg/revision/latest/scale-to-width-down/350?cb=20230404074941,Мультфильмы
148,149,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Miguel O'Hara (Earth-Unknown),https://static.wikia.nocookie.net/intothespiderverse/images/f/f5/Miguel_O%27_Hara_%28Earth-Unknown%29.png/revision/latest/scale-to-width-down/350?cb=20230726191449,Мультфильмы
149,150,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Miles Morales (Earth-1610),https://static.wikia.nocookie.net/intothespiderverse/images/6/6c/Screenshot_2023-04-08_9.00.56_PM.png/revision/latest/scale-to-width-down/350?cb=20231003020958,Мультфильмы
150,151,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Miles Morales (Earth-42),https://static.wikia.nocookie.net/intothespiderverse/images/8/89/Miles_Morales_%28Earth-42%29_from_Spider-Man_Across_the_Spider-Verse_003.png/revision/latest/scale-to-width-down/350?cb=20230808174239,Мультфильмы
151,152,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Miles Warren,https://static.wikia.nocookie.net/intothespiderverse/images/8/86/Miles_Warren_%28Earth-Unknown%29.webp/revision/latest?cb=20230826213053,Мультфильмы
152,153,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Missterio,https://static.wikia.nocookie.net/intothespiderverse/images/9/9e/Missterio_%28Earth-Unknown%29.webp/revision/latest/scale-to-width-down/294?cb=20230826212851,Мультфильмы
153,154,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Mooseterio,https://static.wikia.nocookie.net/intothespiderverse/images/3/35/Mooseterio_%28Earth-8311%29.webp/revision/latest/scale-to-width-down/350?cb=20230901014935,Мультфильмы
154,155,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Mrs. Chen,https://static.wikia.nocookie.net/intothespiderverse/images/e/e2/2023-05-23_17-30-41.png/revision/latest/scale-to-width-down/350?cb=20230918231344,Мультфильмы
155,156,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Ned Leeds,https://static.wikia.nocookie.net/intothespiderverse/images/e/e3/F6I4manXYAALCN0.jpg/revision/latest/scale-to-width-down/350?cb=20230917194734,Мультфильмы
156,157,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Norman Osborn (Earth-1610),https://static.wikia.nocookie.net/intothespiderverse/images/f/f7/Green_Goblin_ISV.png/revision/latest/scale-to-width-down/350?cb=20200829145629,Мультфильмы
157,158,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Norman Osborn (Earth-616),https://static.wikia.nocookie.net/intothespiderverse/images/1/10/Screenshot_2023-04-06_4.04.12_PM.png/revision/latest/scale-to-width-down/350?cb=20230406232702,Мультфильмы
