,index_character,name,poster,hero,url,group
158,159,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Norman Osborn (Earth-Unknown),https://static.wikia.nocookie.net/intothespiderverse/images/b/bc/Norman_Osborn_%28Earth-Unknown%29.webp/revision/latest/scale-to-width-down/284?cb=20230831013612,Мультфильмы
159,160,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Nuclear Boarhead,https://static.wikia.nocookie.net/intothespiderverse/images/d/d3/Nuclear_Boarhead_%28E-8311%29_001.png/revision/latest/scale-to-width-down/350?cb=20210720044621,Мультфильмы
160,161,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Olivia Octavius,https://static.wikia.nocookie.net/intothespiderverse/images/d/dd/Screenshot_2023-04-11_6.12.23_PM.png/revision/latest/scale-to-width-down/350?cb=20230412011603,Мультфильмы
161,162,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Otto Octavius (Earth-13122),https://static.wikia.nocookie.net/intothespiderverse/images/3/34/Doc_Ock_%28Earth-13122%29.png/revision/latest?cb=20230819123256,Мультфильмы
162,163,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Otto Octavius (Earth-42),,Мультфильмы
163,164,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Otto Octavius (Earth-616),https://static.wikia.nocookie.net/intothespiderverse/images/4/43/Otto_Octavius_%28Earth-616%29_001.png/revision/latest/scale-to-width-down/350?cb=20210611054312,Мультфильмы
164,165,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Otto Octavius (Earth-65),https://static.wikia.nocookie.net/intothespiderverse/images/5/5b/Otto_Octavius_%28Earth-65%29_001.png/revision/latest/scale-to-width-down/350?cb=20210611021708,Мультфильмы
165,166,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Otto Octavius (Superior Spider-Man),https://static.wikia.nocookie.net/intothespiderverse/images/f/f1/Superior_Spider-Man_ATSV.png/revision/latest/scale-to-width-down/350?cb=20230809190124,Мультфильмы
166,167,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Otto Octavius 1 (Earth-Unknown),https://static.wikia.nocookie.net/intothespiderverse/images/f/f0/Otto_Octavius_%28Earth-Unknown%29.webp/revision/latest?cb=20230826213326,Мультфильмы
167,168,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Otto Octavius 2 (Earth-Unknown),https://static.wikia.nocookie.net/intothespiderverse/images/6/67/Otto_Octavius_2_%28Earth-Unknown%29.webp/revision/latest/scale-to-width-down/350?cb=20230826213350,Мультфильмы
168,169,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Otto Octavius 3 (Earth-Unknown),https://static.wikia.nocookie.net/intothespiderverse/images/6/66/Otto_Octavius_3_%28Earth-Unknown%29.webp/revision/latest/scale-to-width-down/350?cb=20230826213419,Мультфильмы
169,170,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Otto Octavius 4 (Earth-Unknown),https://static.wikia.nocookie.net/intothespiderverse/images/d/dc/Otto_Octavius_4_%28Earth-Unknown%29.png/revision/latest?cb=20230905074023,Мультфильмы
170,171,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Otto Octavius 5 (Earth-Unknown),https://static.wikia.nocookie.net/intothespiderverse/images/3/3b/Otto_Octavius_5_%28Earth-Unknown%29.png/revision/latest?cb=20230905074158,Мультфильмы
171,172,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Otto Octavius 6 (Earth-Unknown),https://static.wikia.nocookie.net/intothespiderverse/images/6/6a/Otto_Octavius_6_%28Earth-Unknown%29.png/revision/latest?cb=20230905073431,Мультфильмы
172,173,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Patrick O'Hara,https://static.wikia.nocookie.net/intothespiderverse/images/b/bc/Web-Slinger_ATSV.webp/revision/latest/scale-to-width-down/350?cb=20230604121245,Мультфильмы
173,174,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Pavitr Prabhakar,https://static.wikia.nocookie.net/intothespiderverse/images/2/2c/Pavitr_Prabhakar_HD.png/revision/latest/scale-to-width-down/350?cb=20230724001751,Мультфильмы
174,175,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Peni Parker,https://static.wikia.nocookie.net/intothespiderverse/images/5/5f/Older%2C_dejected_Peni.png/revision/latest/scale-to-width-down/350?cb=20230808011929,Мультфильмы
175,176,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Peter Parkedcar,https://static.wikia.nocookie.net/intothespiderverse/images/b/b0/Peter_Parkedcar_ATSV.png/revision/latest/scale-to-width-down/350?cb=20230626150916,Мультфильмы
176,177,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Peter Parker (Alternate 2002),https://static.wikia.nocookie.net/intothespiderverse/images/6/63/Alexrossspidey.png/revision/latest/scale-to-width-down/350?cb=20230808100305,Мультфильмы
177,178,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Peter Parker (Alternate Assassin),https://static.wikia.nocookie.net/intothespiderverse/images/a/aa/Assassin_Spider-Man_%28Earth-Unknown%29.webp/revision/latest?cb=20230816004208,Мультфильмы
178,179,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Peter Parker (Always Unlimited),https://static.wikia.nocookie.net/intothespiderverse/images/c/c3/FxFLd_wWcAgFe4A.jpg/revision/latest/scale-to-width-down/340?cb=20230714013723,Мультфильмы
179,180,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Peter Parker (Earth-1048),https://static.wikia.nocookie.net/intothespiderverse/images/2/26/Imsoniac_Spider-Man.png/revision/latest/scale-to-width-down/350?cb=20230814012839,Мультфильмы
180,181,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Peter Parker (Earth-12041),https://static.wikia.nocookie.net/intothespiderverse/images/5/54/Peter_Parker_%28Earth-12041%29_from_Spider-Man_Across_the_Spider-Verse.png/revision/latest?cb=20230819162611,Мультфильмы
181,182,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Peter Parker (Earth-13122),https://static.wikia.nocookie.net/intothespiderverse/images/8/86/Peter_Parker_%28Earth-13122%29_from_Spider-Man_Across_the_Spider-Verse_001.png/revision/latest/scale-to-width-down/350?cb=20230923111536,Мультфильмы
182,183,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Peter Parker (Earth-1610),https://static.wikia.nocookie.net/intothespiderverse/images/8/81/Screenshot_%28184%29.png/revision/latest/scale-to-width-down/350?cb=20230524064711,Мультфильмы
183,184,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Peter Parker (Earth-18119),https://static.wikia.nocookie.net/intothespiderverse/images/2/26/Renewyourvowsspidey.png/revision/latest/scale-to-width-down/350?cb=20230808095250,Мультфильмы
184,185,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Peter Parker (Earth-20824),https://static.wikia.nocookie.net/intothespiderverse/images/0/07/PS1_Spider-Man.png/revision/latest/scale-to-width-down/339?cb=20230819034718,Мультфильмы
185,186,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Peter Parker (Earth-2301),https://static.wikia.nocookie.net/intothespiderverse/images/d/dc/Peter_Parker_%28Earth-2301%29_Across_Spider-Verse_poster_001.png.jpg/revision/latest?cb=20230427185818,Мультфильмы
186,187,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Peter Parker (Earth-26496),https://static.wikia.nocookie.net/intothespiderverse/images/2/27/Peter_Parker_%28Earth-26496%29_from_Spider-Man_Across_the_Spider-Verse_003.png/revision/latest/scale-to-width-down/350?cb=20230808153500,Мультфильмы
187,188,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Peter Parker (Earth-312500),https://static.wikia.nocookie.net/intothespiderverse/images/a/a4/Eziekiel_Sims.jpg/revision/latest/scale-to-width-down/326?cb=20230714021929,Мультфильмы
188,189,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Peter Parker (Earth-5113),https://static.wikia.nocookie.net/intothespiderverse/images/f/ff/Dormammuversespidey.jpg/revision/latest/scale-to-width-down/350?cb=20230725054409,Мультфильмы
189,190,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Peter Parker (Earth-616),https://static.wikia.nocookie.net/intothespiderverse/images/4/41/Peterbparkeratsv.jpg/revision/latest/scale-to-width-down/350?cb=20230918230747,Мультфильмы
190,191,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Peter Parker (Earth-616A),https://static.wikia.nocookie.net/intothespiderverse/images/c/ca/Peter_Parker_%28Earth-616A%29_from_Spider-Man_Across_the_Spider-Verse.png/revision/latest/scale-to-width-down/350?cb=20230614021815,Мультфильмы
191,192,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Peter Parker (Earth-65),https://static.wikia.nocookie.net/intothespiderverse/images/b/b5/Peter_Parker_%28E-65%29_from_Spider-Man_Across_The_Spider-Verse.png/revision/latest/scale-to-width-down/350?cb=20230807165446,Мультфильмы
192,193,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Peter Parker (Earth-67),https://static.wikia.nocookie.net/intothespiderverse/images/e/ed/Screenshot_2023-04-25_2.40.25_PM.png/revision/latest/scale-to-width-down/350?cb=20230425214127,Мультфильмы
193,194,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Peter Parker (Earth-7085),https://static.wikia.nocookie.net/intothespiderverse/images/5/57/Spider-Wolf_ATSV.png/revision/latest/scale-to-width-down/350?cb=20230702175035,Мультфильмы
194,195,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Peter Parker (Earth-751263),https://static.wikia.nocookie.net/intothespiderverse/images/5/5e/Peter_Parker_Earth-751263_Across_Spider-Verse_poster_001.png/revision/latest/scale-to-width-down/350?cb=20230427131723,Мультфильмы
195,196,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Peter Parker (Earth-77013),https://static.wikia.nocookie.net/intothespiderverse/images/5/56/Newspaperspidey.jpg/revision/latest/scale-to-width-down/231?cb=20230813064418,Мультфильмы
196,197,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Peter Parker (Earth-8101),https://static.wikia.nocookie.net/intothespiderverse/images/8/80/Peter_Parker_%28Earth-8101%29_from_Spider-Man_Across_the_Spider-Verse.jpg/revision/latest/scale-to-width-down/350?cb=20230806033938,Мультфильмы
197,198,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Peter Parker (Earth-90214),https://static.wikia.nocookie.net/intothespiderverse/images/1/10/SPDRMN-ITSV-Noir-Peter-Parkerl.jpg/revision/latest/scale-to-width-down/350?cb=20230627205345,Мультфильмы
198,199,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Peter Parker (Earth-94),,Мультфильмы
199,200,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Peter Parker (Earth-9997),https://static.wikia.nocookie.net/intothespiderverse/images/5/5a/Spider-Man_Earth_X_ATSV.png/revision/latest/scale-to-width-down/350?cb=20230702180807,Мультфильмы
200,201,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Peter Parker (MK I Armor),https://static.wikia.nocookie.net/intothespiderverse/images/e/ed/Spiderarmormark1.jpg/revision/latest?cb=20230808092959,Мультфильмы
201,202,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Peter Parker (MK III Armor),https://static.wikia.nocookie.net/intothespiderverse/images/0/0b/MK_lll_Armor_Spider-Man.png/revision/latest/scale-to-width-down/309?cb=20230718205851,Мультфильмы
202,203,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Peter Parker (Video Game-120703),https://static.wikia.nocookie.net/intothespiderverse/images/1/10/TASM2GameSpideyATSV.jpg/revision/latest?cb=20230726052912,Мультфильмы
203,204,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Peter Porker,https://static.wikia.nocookie.net/intothespiderverse/images/c/c2/Spider-Ham_1.png/revision/latest/scale-to-width-down/350?cb=20230510183249,Мультфильмы
204,205,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Phil Lord (Earth-13122),https://static.wikia.nocookie.net/intothespiderverse/images/4/47/Phil_Lord_%28Earth-13122%29.png/revision/latest?cb=20230911191828,Мультфильмы
205,206,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Pirate Otto Octavius,https://static.wikia.nocookie.net/intothespiderverse/images/0/09/Pirate_Otto_Octavius_from_Across_The_Spider-Verse.png/revision/latest/scale-to-width-down/350?cb=20230807204300,Мультфильмы
206,207,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Popsicle Spider-Man,https://static.wikia.nocookie.net/intothespiderverse/images/2/25/Popcicle_Spider-Man.png/revision/latest/scale-to-width-down/274?cb=20230820170753,Мультфильмы
207,208,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Preston Mutanga (Earth-13122),https://static.wikia.nocookie.net/intothespiderverse/images/6/68/Preston_Mutanga_%28Earth-13122%29.png/revision/latest?cb=20230910141022,Мультфильмы
208,209,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Pter Ptarker (Earth-66),https://static.wikia.nocookie.net/intothespiderverse/images/f/fe/Spider-Rex_ATSV.webp/revision/latest/scale-to-width-down/350?cb=20230607192803,Мультфильмы
209,210,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Regular Grizzly Bear,https://static.wikia.nocookie.net/intothespiderverse/images/8/84/Grizzly_Bear.png/revision/latest/scale-to-width-down/350?cb=20230906150859,Мультфильмы
210,211,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Ben Reilly,https://static.wikia.nocookie.net/intothespiderverse/images/e/e5/Ben_Reilly_02.png/revision/latest/scale-to-width-down/349?cb=20230903053106,Мультфильмы
211,212,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Kaine Parker,https://static.wikia.nocookie.net/intothespiderverse/images/5/5b/PossiblyKaneParker.jpg/revision/latest/scale-to-width-down/350?cb=20230728215130,Мультфильмы
212,213,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Renegator,https://static.wikia.nocookie.net/intothespiderverse/images/d/d0/Renegator_%28E-8311%29_001.png/revision/latest/scale-to-width-down/350?cb=20210720044627,Мультфильмы
213,214,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Richard Fisk,https://static.wikia.nocookie.net/intothespiderverse/images/5/52/Richard_Fisk_%28E-1610%29_001.png/revision/latest/scale-to-width-down/350?cb=20210705155953,Мультфильмы
214,215,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Rio Morales (Earth-1610),https://static.wikia.nocookie.net/intothespiderverse/images/b/b4/Riomoraless.jpg/revision/latest/scale-to-width-down/350?cb=20230918222739,Мультфильмы
215,216,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Rio Morales (Earth-42),https://static.wikia.nocookie.net/intothespiderverse/images/4/46/Rio_Morales_%28Earth-42%29_from_Spider-Man_Across_the_Spider-Verse_002.png/revision/latest/scale-to-width-down/350?cb=20230818212733,Мультфильмы
216,217,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Robbie Robertson,,Мультфильмы
217,218,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Roderick Kingsley (Earth-Unknown),https://static.wikia.nocookie.net/intothespiderverse/images/1/1a/Roderick_Kingsley_%28Earth-Unknown%29.png/revision/latest?cb=20230928131223,Мультфильмы
218,219,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Rose,https://static.wikia.nocookie.net/intothespiderverse/images/a/a6/Rose_%28Earth-1610%29_from_Spider-Man_Into_the_Spider-Verse.png/revision/latest/scale-to-width-down/350?cb=20230526193826,Мультфильмы
219,220,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Samurai Spider-Man,https://static.wikia.nocookie.net/intothespiderverse/images/5/5e/Spider-Samurai.jpg/revision/latest?cb=20230813133441,Мультфильмы
220,221,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Screwball,https://static.wikia.nocookie.net/intothespiderverse/images/8/8b/Screwball_%28Earth-Unknown%29.webp/revision/latest/scale-to-width-down/221?cb=20230826212251,Мультфильмы
221,222,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Sergei Kravinoff (Earth-42),https://static.wikia.nocookie.net/intothespiderverse/images/1/15/Kraven_%28Earth-42%29.png/revision/latest/scale-to-width-down/318?cb=20230820125144,Мультфильмы
222,223,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Sergei Kravinoff 1 (Earth-Unknown),https://static.wikia.nocookie.net/intothespiderverse/images/1/13/Kraven_the_Hunter_2_%28Earth-Unknown%29.png/revision/latest/scale-to-width-down/350?cb=20230805180114,Мультфильмы
223,224,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Sergei Kravinoff 2 (Earth-Unknown),https://static.wikia.nocookie.net/intothespiderverse/images/a/ad/Kraven_the_Hunter_3_%28Earth-Unknown%29.png/revision/latest/scale-to-width-down/189?cb=20230829194601,Мультфильмы
224,225,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Silvio Manfredi (Earth-42),,Мультфильмы
225,226,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Smiling Kid,https://static.wikia.nocookie.net/intothespiderverse/images/d/d1/Smiling_Kid.jpg/revision/latest/scale-to-width-down/309?cb=20230531082614,Мультфильмы
226,227,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,SP//dr,,Мультфильмы
227,228,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,SP//dr robot,https://static.wikia.nocookie.net/intothespiderverse/images/c/c2/Peni_calls_out_to_Miles.png/revision/latest/scale-to-width-down/350?cb=20230808012123,Мультфильмы
228,229,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Spencer Watson,,Мультфильмы
229,230,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Spider-Canada,https://static.wikia.nocookie.net/intothespiderverse/images/7/7e/Spider-Canada.png/revision/latest/scale-to-width-down/350?cb=20230612024731,Мультфильмы
230,231,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Spider-Cat,https://static.wikia.nocookie.net/intothespiderverse/images/f/ff/Spider-Cat_From_Spider-Man_Across_the_Spider-Verse_Character_Poster.jpg/revision/latest/scale-to-width-down/350?cb=20230522001412,Мультфильмы
231,232,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Spider-Knight,https://static.wikia.nocookie.net/intothespiderverse/images/4/44/Spyder-Knight_%28Earth-Unknown%29.webp/revision/latest/scale-to-width-down/350?cb=20230816003905,Мультфильмы
232,233,Человек-паук: Через вселенные,https://static.wikia.nocookie.net/intothespiderverse/images/2/22/Gwen-universe-with-talent_ver_1.png/revision/latest/scale-to-width-down/500?cb=20230527223604,Spider-Man (E-Unknown),https://static.wikia.nocookie.net/intothespiderverse/images/f/fc/Bruce_Banner_%28Earth-Unknown%29.webp/revision/latest?cb=20230808184358,Мультфильмы
